precision,recall,threshold
0.6590013140604468,1.0,0.0030425237129570256
0.6598684210526315,1.0,0.0030662099103478564
0.6603028308097433,1.0,0.003073588524813922
0.660737812911726,1.0,0.0032266453530678924
0.6611733684904416,1.0,0.003272981007769042
0.6616094986807388,1.0,0.0032985029386726995
0.662046204620462,1.0,0.0033673051029736822
0.6624834874504624,1.0,0.0035248877637243953
0.6629213483146067,1.0,0.0035609604150635315
0.6633597883597884,1.0,0.0037041907985316297
0.6637988087359364,1.0,0.0037167236965248295
0.6642384105960265,1.0,0.0037470461771372406
0.6646785950960902,1.0,0.0037489715682323065
0.6651193633952255,1.0,0.0037542576443663936
0.6655607166556071,1.0,0.003791955961820893
0.6660026560424966,1.0,0.0038471191963724916
0.6664451827242525,1.0,0.003889303986445906
0.6668882978723404,1.0,0.003934158335452195
0.667332002661344,1.0,0.0039588184552182895
0.6677762982689747,1.0,0.003977922095335274
0.6686666666666666,1.0,0.004008104888445781
0.6691127418278853,1.0,0.004036327908484369
0.6695594125500668,1.0,0.004079560749994063
0.6700066800267201,1.0,0.004089729797539224
0.6704545454545454,1.0,0.004121292815410438
0.6709030100334448,1.0,0.004129133794287344
0.6713520749665328,1.0,0.004157397882393966
0.6718017414601474,1.0,0.00420583594150452
0.6722520107238605,1.0,0.004231135083897385
0.6727028839704896,1.0,0.004248670817741132
0.6731543624161074,1.0,0.004369844173990678
0.6736064472800537,1.0,0.004608569190929498
0.6740591397849462,1.0,0.004715549433436499
0.6745124411566913,1.0,0.004819040727480028
0.6749663526244953,1.0,0.00482088746872222
0.6754208754208754,1.0,0.004822062160498038
0.6758760107816711,1.0,0.004858745471345725
0.6763317599460553,1.0,0.004893578625307267
0.6767881241565452,1.0,0.004967305102973682
0.6772451046590142,1.0,0.005060768011993409
0.6777027027027027,1.0,0.005096230650473174
0.6781609195402298,1.0,0.005115564327623099
0.6786197564276049,1.0,0.00519351464219601
0.6790792146242384,1.0,0.00524812530510111
0.6795392953929539,1.0,0.0052774303593285336
0.68,1.0,0.0052842753034000566
0.680461329715061,1.0,0.005314831331116651
0.6809232858112695,1.0,0.00536491284287393
0.6813858695652174,1.0,0.005509421327190013
0.681849082256968,1.0,0.005562252407646807
0.682312925170068,1.0,0.005633440808317077
0.6827773995915589,1.0,0.005651329107106656
0.6832425068119891,1.0,0.005941316327720328
0.6837082481254261,1.0,0.006093590670436303
0.6841746248294679,1.0,0.006435091195596834
0.6846416382252559,1.0,0.006454665403597612
0.6851092896174863,1.0,0.006639071202218125
0.6855775803144224,1.0,0.006784284674316566
0.686046511627907,1.0,0.006894202477693388
0.6865160848733745,1.0,0.006936506165076454
0.686986301369863,1.0,0.007016021755668479
0.6874571624400274,1.0,0.007305096306260755
0.6879286694101509,1.0,0.0074352347832104815
0.6884008236101579,1.0,0.00758958670952801
0.6888736263736264,1.0,0.007724986567545533
0.6893470790378007,1.0,0.0077406363832798935
0.6898211829436038,1.0,0.0077746682987524735
0.6902959394356504,1.0,0.007957460542876287
0.690771349862259,1.0,0.008200785372063566
0.6912474155754652,1.0,0.008332325206387117
0.6917241379310345,1.0,0.008569769101497744
0.6922015182884748,1.0,0.009171879065357899
